hub id	hub name (auto fill)	article url												
57	Diaspo Hub	https://www.journaldumali.com/2018/02/16/formation-pratique-a-createam/	https://innovation-village.com/afrilabs-now-has-a-network-of-100-technology-and-innovation-hubs-across-africa/											
58	Digital Development Hub	https://techbuild.africa/digital-development-hub-innovation-nigeria/	https://blogs.worldbank.org/digital-development/tech-hubs-across-africa-which-will-be-legacy-makers	https://hbr.org/2019/12/research-how-technology-could-promote-growth-in-6-african-countries										
59	Dira Partners													
60	dLab	https://www.data4sdgs.org/news/people-are-heart-data-revolution	https://blog.okfn.org/2017/03/29/data-for-sustainable-development-celebrates-open-data-day/	https://www.devex.com/news/sponsored/opinion-covid-19-lesson-local-data-skills-matter-98910	https://mabumbe.com/cmp/tanzania-data-lab-dlab/	https://blogs.worldbank.org/opendata/meet-four-women-leading-drive-open-data-africa								
61	DLCOWORKING (DLC)	http://businesschallengeniger.com/appel-a-projet-by-dlcoworking/	https://www.africinnov.com/fr/news/leila_kaman_militante_dune_diaspora_africaine_engagee	https://inesi-niger.org/entretien-avec-leila-diana-kaman-notre-vision-est-de-reveler-le-potentiel-nigerien/	https://www.francophonieinnovation.org/articles/h/appel-a-candidature-pour-incubation-les-odd-au-feminin-2020.html									
62	DoniLab	https://www.afrik21.africa/en/mali-donilab-finances-the-projects-of-three-start-ups-in-the-green-economy/	https://www.rfi.fr/fr/emission/20181116-difficultes-repats-mali	https://blogs.worldbank.org/fr/voices/une-competition-encourage-la-diaspora-entreprendre-au-mali	https://la-jmec.com/project/4-5-6-decembre-bamako-mali/	https://chronicle.lu/category/innovation/35611-two-incubators-supported-by-ada-obtain-africinnov-label								
63	DTBI-Dar Tekinohama Business Incubator	https://www.infodev.org/articles/teknohama-business-incubator-manager-dar-es-salaam-tanzania	https://www.telecompaper.com/news/airtel-tanzania-partners-with-dtbi-on-youth-training--1202577	https://www.thebusinessyear.com/tanzania-2014/tech-hubs/focus	https://www.oafrica.com/business/tanzanias-latest-ict-project-and-incubator-drive-local-innovation/									
64	Ebene Accelerator	http://www.ist-africa.org/home/default.asp?page=doc-by-id&docid=6997	https://www.projectgetaway.com/mauritius-paradise-startup-digital/	https://nayarweb.com/blog/2013/after-ebene-accelerator-now-ebene-xtreme-deccelerator/	https://www.lemauricien.com/le-mauricien/technologie-ebene-accelerator-lancement-demain/96483/	https://www.theguardian.com/cities/2016/may/23/story-cities-48-ebene-cybercity-mauritius-vision-africa-smart-future	https://jochen.kirstaetter.name/mscc-20140830-entrepreneurship-and-startup-culture/							
65	ECOLIA Labs	https://www.earthtalentbybollore.com/en/ecolia-labs-an-innovative-project-turned-towards-the-digital/	https://www.francealumni.fr/fr/partenaire/47280											
66	Eldo Hub Innovation	https://africa.cgtn.com/2021/05/25/kenyan-tech-hub-inspires-women-youth-into-stem-careers/	https://ventureburn.com/2018/09/kenya-tech-startup-ecosystem/	https://disrupt-africa.com/2018/06/12/afrilabs-adds-40-new-members-to-hit-100-hub-mark/	https://techcabal.com/2020/10/22/afrilabs-gives-over-e250000-in-grants-to-20-innovation-hubs-across-africa-launches-insights-report/	https://biz4afrika.microsoft.com/News-details?Id=44								
